14.99465	720.813736	720.812254	475.778235	475.776754	
15.00243	720.814878	720.812254	475.779377	475.776754	
15.01256	720.817053	720.812254	475.781553	475.776754	
15.02263	720.81982	720.820981	475.78432	475.785481	
15.0328	720.823241	720.820981	475.78774	475.785481	
15.04291	720.827253	720.820981	475.791752	475.785481	
15.0531	720.831924	720.820981	475.796424	475.794207	
15.06323	720.837175	720.820981	475.801674	475.794207	
15.07333	720.843029	720.829708	475.807529	475.794207	
15.08356	720.849586	720.829708	475.814085	475.802934	
15.09443	720.857297	720.838434	475.821796	475.802934	
15.10378	720.864383	720.838434	475.828883	475.811661	
15.11394	720.872744	720.838434	475.837244	475.811661	
15.12405	720.88168	720.847161	475.84618	475.820387	
15.13417	720.891242	720.855888	475.855742	475.829114	
15.14428	720.901403	720.855888	475.865903	475.829114	
15.15446	720.912258	720.864614	475.876758	475.837841	
15.16455	720.923624	720.873341	475.888124	475.846567	
15.17462	720.935578	720.873341	475.900077	475.855294	
15.1848	720.948284	720.882068	475.912784	475.864021	
15.19586	720.962861	720.890794	475.927361	475.864021	
15.21348	720.988281	720.899521	475.952781	475.872747	
15.21794	720.994645	720.908248	475.959144	475.881474	
15.22807	721.009942	720.908248	475.974442	475.898927	
15.23814	721.02571	720.916974	475.99021	475.907654	
15.24843	721.042501	720.925701	476.007001	475.91638	
15.2586	721.059694	720.934427	476.024194	475.933834	
15.26874	721.077453	720.943154	476.041952	475.951287	
15.27888	721.095839	720.951881	476.060339	475.96874	
15.28901	721.114813	720.960607	476.079313	475.986194	
15.29988	721.135915	720.978061	476.100414	476.003647	
15.30997	721.15609	720.986787	476.120589	476.0211	
15.3201	721.176949	720.995514	476.141448	476.04728	
15.33025	721.198474	721.012967	476.162974	476.064733	
15.34031	721.220429	721.030421	476.184929	476.090913	
15.35049	721.243255	721.047874	476.207755	476.108367	
15.36063	721.266595	721.065327	476.231095	476.12582	
15.3708	721.290645	721.08278	476.255145	476.152	
15.38094	721.315233	721.10896	476.279732	476.169453	
15.39101	721.340272	721.126414	476.304772	476.195633	
15.40126	721.366382	721.152594	476.330882	476.221813	
15.4115	721.393106	721.170047	476.357606	476.247993	
15.42153	721.419847	721.196227	476.384347	476.265446	
15.43168	721.447555	721.222407	476.412054	476.300353	
15.44177	721.475708	721.248587	476.440207	476.326533	
15.45199	721.504854	721.283493	476.469354	476.352713	
15.46206	721.534162	721.309673	476.498661	476.387619	
15.47217	721.564224	721.335853	476.528724	476.413799	
15.4824	721.595247	721.362033	476.559747	476.439979	
15.49243	721.626293	721.39694	476.590792	476.474886	
15.50262	721.658458	721.431846	476.622958	476.509792	
15.51299	721.691942	721.466753	476.656442	476.535972	
15.5229	721.724263	721.501659	476.688762	476.570879	
15.53328	721.758968	721.536566	476.723467	476.597059	
15.54312	721.792393	721.571473	476.756893	476.631965	
15.55332	721.827645	721.606379	476.792145	476.666872	
15.56347	721.863394	721.641286	476.827893	476.693052	
15.57358	721.89957	721.676192	476.86407	476.727959	
15.5837	721.936456	721.711099	476.900956	476.762865	
15.59377	721.973737	721.746006	476.938237	476.806498	
15.60407	722.012514	721.780912	476.977013	476.841405	
15.62227	722.083456	721.850725	477.047956	476.911218	
15.62673	722.100757	721.868179	477.065257	476.928671	
15.6368	722.140619	721.903085	477.105118	476.963578	
15.64735	722.183117	721.946718	477.147617	477.007211	
15.65711	722.223077	721.981625	477.187576	477.042118	
15.6672	722.26472	722.016532	477.22922	477.085751	
15.67734	722.307343	722.060165	477.271843	477.129384	
15.68744	722.350374	722.095071	477.314874	477.173017	
15.6976	722.39433	722.129978	477.35883	477.207924	
15.70784	722.439255	722.173611	477.403754	477.260284	
15.71815	722.485167	722.217244	477.449667	477.295191	
